,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
2762,2762,84,Imposter_Edits,2023-02-28 20:55:29+00:00,59,1,1,0,1769.0,@UltraMagaSavage Ultra maga savage 😂 enough said,2
2771,2771,93,GarySpedding,2023-02-28 22:56:04+00:00,62,9,21,1,4157.0,"This is a racist response. 

Rachel seems to suggest here that Arabs are all the same - they are a hegemony. She wants Arabs to be viewed as savages e.g. 'look at Syria and Libya...' 

These are all racist excuses justifying continued oppression of Palestinians.",2
2773,2773,0,GuntherEagleman,2023-02-28 23:05:37+00:00,3637,473,117,15,44450.0,Adam Schiff is a fucking liar… The fuck should be in prison for all his Russian collusion lies.,1
2774,2774,1,readyplayerh,2023-02-28 23:03:43+00:00,334,82,79,3,13502.0,"READ SCREENSHOT BELOW 👇 

Where else on earth are holders making 100k+ in a single month due to their NFT?

Steady Stack is a league of its fucking own.

And we have barely scratched the surface of what we have to offer.

Texts with TITANS are different. https://t.co/cVUErlLbby",2
2775,2775,2,bloodsimpIe,2023-02-28 23:03:59+00:00,133,3,2,1,4379.0,this is the funniest fucking clip from a film i’ve ever seen https://t.co/Z5mdogDgLL,1
2776,2776,3,nazzykadri,2023-02-28 23:33:15+00:00,457,63,18,3,18866.0,the patrick kane (&amp;toews) praise is so fucking gross bc were we not just talking about how him &amp; his entire team were complicit in what happened to kyle beach? funny that reporters r conveniently forgetting that he's a spineless coward not to mention an abuser &amp; a bigot,2
2777,2777,4,DanPhillipsCH,2023-02-28 23:33:31+00:00,117,8,2,0,2840.0,"History has been made today!!! Ben (also known as beberle2) has FC’d GH3 Flames on PS2!! with i believe this being first place on PS2 , This dude is such a fucking legend bro and a huge inspiration 🔥🔥🔥 https://t.co/aNAg3KWys1",2
2778,2778,5,Ssaasquatch,2023-02-28 23:50:55+00:00,184,158,3,15,33315.0,What I find even more befuddling is the condescension from a fucking opposition party. The actual nerve of these clowns. Even the ruling party wasn’t this condescending,2
2781,2781,8,chairman_GLC,2023-02-28 22:55:26+00:00,1263,539,17,9,463156.0,"This is embarrassing. 1 man will not be able to influence an algorithm. And if he's able to do that, he won't be working for PAS. He'll be a fucking millionaire. The reason why PN was so successful in socmed campaign: THEY PAY FOR SOCMED CONTENT.",2
2782,2782,9,MikePilbean,2023-02-28 23:04:11+00:00,440,76,8,4,31985.0,"Always like to see Dave Grohl trend, especially when he's doing community work.

But I know him as a musician. One of my favorites is when he's going all fucking Muppets ""Animal"" on the drums with Lemmy &amp; Slash on this cover of a classic.

""Ace of Spades""
https://t.co/6Sxacsvtz8",2
2784,2784,11,squeezyjohn,2023-02-28 22:52:57+00:00,65,8,26,4,10372.0,"So … musician Twitter … we all know venues charging commission on merch is a pain in the arse and we all have to do this silly dance, but have you ever had the duty manager demand to do a stock take of your CDs before and after the gig … fucking outrageous!!!",2
2785,2785,12,Ash_LUFC_,2023-02-28 23:02:45+00:00,90,4,5,0,6176.0,People have gone mental tonight over a cup game 😭 twitter is gonna be a fucking bloodbath if we get relegated hahaha #LUFC,1
2787,2787,14,ReviewsPossum,2023-02-28 23:31:30+00:00,14055,298,282,49,475644.0,"""You can just go to a site of grace!""

Yeah, okay, let me just leave the boss chamber— oh wait, I can't leave until the fight is over. I guess I better kill myself so I can go answer the phone.

Or better yet, they can put in a fucking pause button.",1
2789,2789,16,K1ngdev_,2023-02-28 23:20:27+00:00,130,52,5,5,17830.0,Y’all use to fucking with niggas who’s whole existence is a piece of pussy 😭 this why y’all think every Nigga be pressed over y’all and we really don’t be!,1
2793,2793,20,IrishWhiskey4Me,2023-02-28 23:06:25+00:00,130,15,15,1,1990.0,"All I see are stupid white people attending these drag queen shows with their children.

I hate stupid white people more than any other race on the planet.

A reckoning is coming you fucking culls.",0
2802,2802,29,atzlovclub,2023-02-28 23:14:41+00:00,57,6,1,5,2030.0,the reason WHY this entire thing &amp; the entire eu tour is pissing me off is that so many ppl even atz were exciting for the europe tour but there has not been a SINGLE positive/good thing that ive heard &amp; u want to make this some us vs europe vs world thing? fucking dumbasses,2
2805,2805,32,dearrgrvity,2023-02-28 23:25:47+00:00,67,13,1,0,855.0,guys tomorrow is fucking MARCH which means it’s motherfucking stardust month I’m gonna start peeing and shaking like a chihuahua,1
2806,2806,33,lee_dongmin30,2023-02-28 23:21:05+00:00,80,25,0,3,2786.0,woke up with a headache &amp; heavy heart &amp; the first time i see is that rocky can’t be an active member of ASTRO anymore?? what the actual fuck fantagio??? you are the one who made him leave. you did him dirty until the very end. i will forever fucking hate you. fuck you forever https://t.co/jTy4Yy0uP9,1
2808,2808,35,Ursen_,2023-02-28 22:58:14+00:00,172,1,8,0,3716.0,Midas is so fucking funny anytime a CC shits on him I actually get a lil mad low-key like yo that's my son don't fucking talk to him like that but also LMFAOOO owned he needed to be humbled,1
2811,2811,38,shashigette,2023-02-28 23:09:15+00:00,94,20,8,2,1988.0,The unmitigated gall of members of Congress standing before the American people screaming their anger at a branch of government doing their job by reining in a branch that's overstepped their job because their branch won't do its fucking job is really breathtaking.,2
2814,2814,41,WitchyMcWitch,2023-02-28 22:55:09+00:00,90,44,4,2,1909.0,"If Humza is prepared to lie about this &amp; prepared to accept that double rapists have the right to lie to gain access to more victims, he has no right being in charge of his house keys, let alone a whole fucking country. 
#HumzaUseless
https://t.co/YM1Lb05VyV",1
2816,2816,43,NewMythsOldGods,2023-02-28 23:15:11+00:00,55,8,2,0,1907.0,"This is just rotoscoping with a fancy system.  Guys, this started in 1915, lol.  Its not new.  Ralph Bakshi was a fucking god with this shit, using it heavily for Wizards, The Lord of the Rings, American Pop, Fire and Ice, and Cool World.

These guys are behind the curve.",1
2819,2819,46,TriforceZard,2023-02-28 23:08:02+00:00,66,2,3,0,2463.0,The government is actually a fucking joke taking this long to ban ai,1
2820,2820,47,DudeTweetsAlot,2023-02-28 22:50:14+00:00,107,19,50,5,3066.0,"This is the stupidest fucking excuse for a news story that I have seen this month.
https://t.co/DcPHcRyk9t via @Yahoo",1
2822,2822,49,ScaryCleve,2023-02-28 23:48:04+00:00,186,65,9,1,6151.0,"You should know this fool is a friend of Pat Gem aka Nightingem, a serial harasser of mostly trans women, and he uses pruddish ideas of *problematic* fiction to justify his actions

So, yeah, this is a bad faith fucking argument if I’ve ever seen it https://t.co/aUEUUQY5SC",2
2826,2826,53,AlanJohnsonBTC,2023-02-28 23:31:06+00:00,80,0,1,0,7276.0,"@lessin This is so fucking sad. Imagine feeling like you needed to prove something to everyone so bad that you became a millionaire just to have the same quality of life as someone struggling to get by. I totally get it when you’re all young and hustling. But later, with a family?",1
2829,2829,56,faygoshill,2023-02-28 22:57:31+00:00,59,1,1,0,1891.0,"the way she and N both reflect different parts of the ""hopelessness leads to a personal endless now"" theme that's solidified as a narrative element during the chapter 6 fog scene is fucking wonderful i genuinely cannot believe how some like one and not the other",2
2845,2845,72,jasondebolt,2023-02-28 23:46:49+00:00,275,14,29,0,8136.0,"@stillgray I rarely get this mad on social media, but this is proof that Zelensky feels entitled to the blood of American kids. He’s a mad man. Seriously, I’m fucking fuming right now. No US kids will fight your war!",0
2849,2849,76,th3j35t3r,2023-02-28 23:33:49+00:00,66,6,4,2,15338.0,"Upholding &amp; applying the established and agreed to ToS for ALL users, whether they have a large following or not, whether they pay or not isn't really 'fucking up' is it? 

Further, expecting to be treated differently because you think you're hot shit on Twitter is the 'fuck up'.",1
2851,2851,78,th3j35t3r,2023-02-28 23:34:07+00:00,66,5,4,0,3669.0,"@LogicRules55 @girlsreallyrule Upholding &amp; applying the established and agreed to ToS for ALL users, whether they have a large following or not, whether they pay or not isn't really 'fucking up' is it? 

Further, expecting to be treated differently because you think you're hot shit on Twitter is the 'fuck up'.",1
2857,2857,84,aspiringpeasant,2023-02-28 22:48:04+00:00,81,7,19,1,9859.0,"I still can't believe that @hp remotely and permanently bricked my printer (WHICH I HAVE OWNED FOR A DECADE) because they didn't like the ink i tried.

They basically came into my house and stole from me amd somehow this is fucking LEGAL?",1
2860,2860,87,sayitnspinit,2023-02-28 23:02:09+00:00,105,12,2,1,2364.0,What kind of a fucking dummy thinks the government forgiving your student loan is going to free you of that debt??,1
2865,2865,0,Jasmyne,2023-02-24 19:14:52+00:00,62,29,12,7,13932.0,"The story behind this “Golden Nigger Pass” is upsetting to say the least. A Black child at Pepper Elementary School in Upland, CA was given the pass. When he had the pass he was ✌🏾golden✌🏾 and other kids couldn’t bully him. https://t.co/XSLQJk6sYA",0
2867,2867,2,JayCartere,2023-02-27 21:12:17+00:00,460,7,296,7,112279.0,"@ClownWorld_ How racist you gotta be to call someone a nigger 200 times???

10 times? I would’ve said 13 years is crazy

But 200 times??

She needs a lot of time to get that hate out her heart

Send her to jail! https://t.co/73F8J3un9C",0
2871,2871,6,TheBlackNerd,2023-02-27 16:39:23+00:00,138,33,4,0,7286.0,"The thing a lot of people don't understand about racism is that it's not, like, calling someone a nigger or doing violence

It's MOSTLY shit like this",0
2873,2873,0,lambdavee,2023-02-25 05:48:59+00:00,126,4,2,1,5036.0,"[trying to fit in with the Brooklyn dolls] oh yeah, I'm like if a straight boy was a faggot. I'm a genderfucked girlboy thing with a ketamine problem. I loved Nevada.",0
2885,2885,0,222GAWDIE,2023-02-28 05:29:13+00:00,40118,8669,406,1409,5371990.0,You ain’t seen a nigga stack that shit and run up a ticket then cause when they in that mode pussy last thing on his mind,1
2886,2886,1,1thuggergirl,2023-02-27 22:49:13+00:00,166,12,2,4,6207.0,when i block a nigga mid-argument and his texts still show up on my macbook https://t.co/REa51sjsJb,0
2887,2887,2,clitsuccer,2023-02-28 00:53:10+00:00,833,40,12,3,39115.0,a nigga run up on you at the mall with his microphone and camera you just have to kill them fr,0
2888,2888,3,livelovesimone,2023-02-27 18:26:31+00:00,2107,196,22,16,73389.0,Juan is just a regular nigga trying to abide by the rules of his open marriage and YALL (the fans) keep invading his privacy! #RHOP https://t.co/ZDcr3TW46Q,0
2889,2889,4,ShootersNMovers,2023-02-28 00:37:24+00:00,102,16,2,1,6513.0,Nigga lebron broke his ankle and first thing nigga thought was “RUSS” son im crying 😭😭😭,0
2891,2891,6,bigdvddyslim,2023-02-27 21:33:51+00:00,105,36,7,106,100599.0,I had a nigga follow me and I didn’t even follow his ass back.. his delusional ass bitch definitely thought otherwise 🙄 https://t.co/U37gJdxBRM,1
2892,2892,7,cuffem,2023-02-28 23:47:27+00:00,5510,90,309,47,519265.0,W kai 🙏 decided to get his name tatted on my neck for him breaking the world record on twitch !! Good shit my nigga! @KaiCenat and yes I’m white !! https://t.co/8AGzFJXkUr,1
2893,2893,8,MUSICANDBUILDS,2023-02-27 22:36:28+00:00,123,37,16,9,42507.0,"Classism is always the conversation that’s left out when y’all talk
Blackness

Deion displayed his uppity nigga mentality when he left the HBCU 
High and dry after using them as a coach Carter audition for a big job opportunity elsewhere

Here he is almost talking
Plantation… https://t.co/eCLtAi9hZs",2
2895,2895,10,TANYZUS_,2023-02-28 00:24:27+00:00,66,8,4,11,9462.0,wanna feed a nigga and rub his feet afterwards smh,0
2896,2896,11,jadasherrel,2023-02-28 07:01:34+00:00,60,15,4,4,4614.0,me when my nigga opps see me outside and i hear them say “there go his bitch right there “ https://t.co/Sfy9V44eKE,1
2897,2897,12,_manidabarbiee,2023-02-28 19:48:32+00:00,67,6,6,1,4698.0,nigga be rappin all his life and he still ain’t get a deal ✌🏿✌🏿,0
2899,2899,14,hoesandcash,2023-02-28 16:36:05+00:00,296,14,16,5,29939.0,"Was speaking to someone at a hotel in Spain. 

The nigga had 2 kids with his girlfriend. 

And my man caught her having a threesome with 2 other guys. 

Gave him an std also. 

U could see in his eyes the PAIN he went through. 

I looked at him and told him it’s ur fault bro.",2
2901,2901,16,KenHeLive,2023-02-28 00:44:59+00:00,207,44,10,10,11481.0,"“Rob Pelinka master class”
“Pelinka in his bag”

THIS NIGGA PUT TOGETHER A SHITTY ROSTER IN JULY AND TOOK 50 GAMES TO IMPROVE IT!! HOW IS THE BAR THIS LOW FOR THE DUDE RUNNING THE LOS ANGELES LAKERS??????",2
2904,2904,19,OtakuGod_,2023-02-28 14:59:31+00:00,62,9,16,2,4268.0,Ran into this Nigga twice on ranked online beat him both times.. but the third time he just gave up and sat there and let me whoop his ass pathetic 😂🤝🏿 https://t.co/JVhgUFVsIT,1
2907,2907,22,_MariTaylor,2023-02-28 17:56:10+00:00,75,30,1,7,14571.0,"Same BM’s who be wanting the gf to step up, and make something happen as far a nigga taking care of his kids, be the same BM’s that don’t want the gf involved, or she need to be minding her business when it come to her kids lol you can’t have it both ways",0
2908,2908,23,Ms__Yve,2023-02-28 16:41:38+00:00,3,3,8,83,92088.0,"Nigga need to go home and take care of his damn kids 

He got like 3 of them and I do believe both of his boys are autistic one being higher up on the spectrum 

Focus on THAT instead talking about some galentines day and being a grown ass man with a mentality of a 15yr old boy",0
2909,2909,24,Deltr3y,2023-02-28 02:12:56+00:00,82,32,0,2,6416.0,"Nigga did all this, just for his bitch to get on national television and say “he shouldn’t have did that”",1
2910,2910,25,VayaConDiosBruh,2023-02-28 23:59:01+00:00,285,32,2,3,24347.0,@JRho_11 Buddy was looking funny in the light and folks was calling niggas homophobic for not believing his story.,0
2911,2911,26,coolassque_1,2023-02-27 15:58:21+00:00,105,15,10,12,9565.0,Everyone ain’t a gangster That say they hold heat or pole squeeze I’ve done seen parallel universes in close reach Seen a nigga pull his pistol And still got sent to the morg He backed out and got cold feet ……… @PristaviaD was cooking 🤯,2
2912,2912,27,THELIFE0FTRIBE,2023-02-27 16:29:35+00:00,1084,51,12,0,36159.0,I cannot take anything this nigga say serious because I always read it in his voice and start laughing,0
2914,2914,29,officialhotrod,2023-02-28 18:23:47+00:00,425,13,47,11,116710.0,@DailyLoud This nigga bout to get a scratch and sniff tattoo of Ice Spice’s 🐱 on his hand and its gon smell like spicy spoiled deep air fried octopus nuggets https://t.co/ke5NAm8sFD,1
